// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\5823be10-79e9-4ec5-a28e-d0e1509e4f22
// command took 1,45s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\5823be10-79e9-4ec5-a28e-d0e1509e4f22
// command took 2,43s and exited with 0
// ***** Done, took 00:00:04 (4.08 sec)   *****
// Found 6 benchmarks:
//   BenchMarkExecutor.FindItemForeach: DefaultJob
//   BenchMarkExecutor.FindItemFor: DefaultJob
//   BenchMarkExecutor.FindItemForList: DefaultJob
//   BenchMarkExecutor.FindItemLinq: DefaultJob
//   BenchMarkExecutor.getArrayListItem: DefaultJob
//   BenchMarkExecutor.getArrayListItemEquals: DefaultJob

// **************************
// Benchmark: BenchMarkExecutor.FindItemForeach: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "5823be10-79e9-4ec5-a28e-d0e1509e4f22.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.FindItemForeach" --job "Default" --benchmarkId 0 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\5823be10-79e9-4ec5-a28e-d0e1509e4f22\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadPilot    3: 64 op, 4800.00 ns, 75.0000 ns/op
WorkloadPilot    4: 128 op, 9200.00 ns, 71.8750 ns/op
WorkloadPilot    5: 256 op, 25100.00 ns, 98.0469 ns/op
WorkloadPilot    6: 512 op, 33500.00 ns, 65.4297 ns/op
WorkloadPilot    7: 1024 op, 66400.00 ns, 64.8438 ns/op
WorkloadPilot    8: 2048 op, 131700.00 ns, 64.3066 ns/op
WorkloadPilot    9: 4096 op, 304300.00 ns, 74.2920 ns/op
WorkloadPilot   10: 8192 op, 604000.00 ns, 73.7305 ns/op
WorkloadPilot   11: 16384 op, 1211100.00 ns, 73.9197 ns/op
WorkloadPilot   12: 32768 op, 2454800.00 ns, 74.9146 ns/op
WorkloadPilot   13: 65536 op, 4830900.00 ns, 73.7137 ns/op
WorkloadPilot   14: 131072 op, 8041100.00 ns, 61.3487 ns/op
WorkloadPilot   15: 262144 op, 16793000.00 ns, 64.0602 ns/op
WorkloadPilot   16: 524288 op, 32446100.00 ns, 61.8860 ns/op
WorkloadPilot   17: 1048576 op, 63322500.00 ns, 60.3890 ns/op
WorkloadPilot   18: 2097152 op, 122856500.00 ns, 58.5825 ns/op
WorkloadPilot   19: 4194304 op, 235227300.00 ns, 56.0826 ns/op
WorkloadPilot   20: 8388608 op, 467438300.00 ns, 55.7230 ns/op
WorkloadPilot   21: 16777216 op, 933371200.00 ns, 55.6333 ns/op

OverheadWarmup   1: 16777216 op, 30680100.00 ns, 1.8287 ns/op
OverheadWarmup   2: 16777216 op, 30570500.00 ns, 1.8221 ns/op
OverheadWarmup   3: 16777216 op, 30677600.00 ns, 1.8285 ns/op
OverheadWarmup   4: 16777216 op, 30616200.00 ns, 1.8249 ns/op
OverheadWarmup   5: 16777216 op, 30680000.00 ns, 1.8287 ns/op
OverheadWarmup   6: 16777216 op, 30936500.00 ns, 1.8440 ns/op
OverheadWarmup   7: 16777216 op, 30784000.00 ns, 1.8349 ns/op

OverheadActual   1: 16777216 op, 30674400.00 ns, 1.8283 ns/op
OverheadActual   2: 16777216 op, 30786600.00 ns, 1.8350 ns/op
OverheadActual   3: 16777216 op, 30533400.00 ns, 1.8199 ns/op
OverheadActual   4: 16777216 op, 30552300.00 ns, 1.8211 ns/op
OverheadActual   5: 16777216 op, 30817100.00 ns, 1.8368 ns/op
OverheadActual   6: 16777216 op, 30926500.00 ns, 1.8434 ns/op
OverheadActual   7: 16777216 op, 28858400.00 ns, 1.7201 ns/op
OverheadActual   8: 16777216 op, 27299800.00 ns, 1.6272 ns/op
OverheadActual   9: 16777216 op, 27525100.00 ns, 1.6406 ns/op
OverheadActual  10: 16777216 op, 27583800.00 ns, 1.6441 ns/op
OverheadActual  11: 16777216 op, 27328300.00 ns, 1.6289 ns/op
OverheadActual  12: 16777216 op, 27722000.00 ns, 1.6524 ns/op
OverheadActual  13: 16777216 op, 27522500.00 ns, 1.6405 ns/op
OverheadActual  14: 16777216 op, 27314400.00 ns, 1.6281 ns/op
OverheadActual  15: 16777216 op, 27439700.00 ns, 1.6355 ns/op
OverheadActual  16: 16777216 op, 27405600.00 ns, 1.6335 ns/op
OverheadActual  17: 16777216 op, 27215800.00 ns, 1.6222 ns/op
OverheadActual  18: 16777216 op, 27248300.00 ns, 1.6241 ns/op
OverheadActual  19: 16777216 op, 27404600.00 ns, 1.6334 ns/op

WorkloadWarmup   1: 16777216 op, 932488000.00 ns, 55.5806 ns/op
WorkloadWarmup   2: 16777216 op, 928367800.00 ns, 55.3350 ns/op
WorkloadWarmup   3: 16777216 op, 935756200.00 ns, 55.7754 ns/op
WorkloadWarmup   4: 16777216 op, 963675600.00 ns, 57.4395 ns/op
WorkloadWarmup   5: 16777216 op, 989202200.00 ns, 58.9610 ns/op
WorkloadWarmup   6: 16777216 op, 953543200.00 ns, 56.8356 ns/op
WorkloadWarmup   7: 16777216 op, 930195500.00 ns, 55.4440 ns/op
WorkloadWarmup   8: 16777216 op, 924799900.00 ns, 55.1224 ns/op
WorkloadWarmup   9: 16777216 op, 938562100.00 ns, 55.9427 ns/op
WorkloadWarmup  10: 16777216 op, 1043265900.00 ns, 62.1835 ns/op
WorkloadWarmup  11: 16777216 op, 976831700.00 ns, 58.2237 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 977270600.00 ns, 58.2499 ns/op
WorkloadActual   2: 16777216 op, 962921500.00 ns, 57.3946 ns/op
WorkloadActual   3: 16777216 op, 1015078200.00 ns, 60.5034 ns/op
WorkloadActual   4: 16777216 op, 1065390400.00 ns, 63.5022 ns/op
WorkloadActual   5: 16777216 op, 982045200.00 ns, 58.5345 ns/op
WorkloadActual   6: 16777216 op, 1009654900.00 ns, 60.1801 ns/op
WorkloadActual   7: 16777216 op, 969375300.00 ns, 57.7793 ns/op
WorkloadActual   8: 16777216 op, 959240700.00 ns, 57.1752 ns/op
WorkloadActual   9: 16777216 op, 979617900.00 ns, 58.3898 ns/op
WorkloadActual  10: 16777216 op, 1064342100.00 ns, 63.4397 ns/op
WorkloadActual  11: 16777216 op, 1007316200.00 ns, 60.0407 ns/op
WorkloadActual  12: 16777216 op, 977204500.00 ns, 58.2459 ns/op
WorkloadActual  13: 16777216 op, 943523400.00 ns, 56.2384 ns/op
WorkloadActual  14: 16777216 op, 941600800.00 ns, 56.1238 ns/op
WorkloadActual  15: 16777216 op, 904246700.00 ns, 53.8973 ns/op
WorkloadActual  16: 16777216 op, 929389300.00 ns, 55.3959 ns/op
WorkloadActual  17: 16777216 op, 958819400.00 ns, 57.1501 ns/op
WorkloadActual  18: 16777216 op, 1050458000.00 ns, 62.6122 ns/op
WorkloadActual  19: 16777216 op, 945281100.00 ns, 56.3431 ns/op
WorkloadActual  20: 16777216 op, 940972200.00 ns, 56.0863 ns/op
WorkloadActual  21: 16777216 op, 941751700.00 ns, 56.1328 ns/op
WorkloadActual  22: 16777216 op, 929203600.00 ns, 55.3849 ns/op
WorkloadActual  23: 16777216 op, 938891200.00 ns, 55.9623 ns/op
WorkloadActual  24: 16777216 op, 942088200.00 ns, 56.1528 ns/op
WorkloadActual  25: 16777216 op, 970298100.00 ns, 57.8343 ns/op
WorkloadActual  26: 16777216 op, 942384200.00 ns, 56.1705 ns/op
WorkloadActual  27: 16777216 op, 935756200.00 ns, 55.7754 ns/op
WorkloadActual  28: 16777216 op, 932032300.00 ns, 55.5535 ns/op
WorkloadActual  29: 16777216 op, 940635700.00 ns, 56.0663 ns/op
WorkloadActual  30: 16777216 op, 954036300.00 ns, 56.8650 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 949745500.00 ns, 56.6092 ns/op
WorkloadResult   2: 16777216 op, 935396400.00 ns, 55.7540 ns/op
WorkloadResult   3: 16777216 op, 987553100.00 ns, 58.8628 ns/op
WorkloadResult   4: 16777216 op, 954520100.00 ns, 56.8938 ns/op
WorkloadResult   5: 16777216 op, 982129800.00 ns, 58.5395 ns/op
WorkloadResult   6: 16777216 op, 941850200.00 ns, 56.1386 ns/op
WorkloadResult   7: 16777216 op, 931715600.00 ns, 55.5346 ns/op
WorkloadResult   8: 16777216 op, 952092800.00 ns, 56.7492 ns/op
WorkloadResult   9: 16777216 op, 979791100.00 ns, 58.4001 ns/op
WorkloadResult  10: 16777216 op, 949679400.00 ns, 56.6053 ns/op
WorkloadResult  11: 16777216 op, 915998300.00 ns, 54.5978 ns/op
WorkloadResult  12: 16777216 op, 914075700.00 ns, 54.4832 ns/op
WorkloadResult  13: 16777216 op, 876721600.00 ns, 52.2567 ns/op
WorkloadResult  14: 16777216 op, 901864200.00 ns, 53.7553 ns/op
WorkloadResult  15: 16777216 op, 931294300.00 ns, 55.5095 ns/op
WorkloadResult  16: 16777216 op, 917756000.00 ns, 54.7025 ns/op
WorkloadResult  17: 16777216 op, 913447100.00 ns, 54.4457 ns/op
WorkloadResult  18: 16777216 op, 914226600.00 ns, 54.4922 ns/op
WorkloadResult  19: 16777216 op, 901678500.00 ns, 53.7442 ns/op
WorkloadResult  20: 16777216 op, 911366100.00 ns, 54.3217 ns/op
WorkloadResult  21: 16777216 op, 914563100.00 ns, 54.5122 ns/op
WorkloadResult  22: 16777216 op, 942773000.00 ns, 56.1936 ns/op
WorkloadResult  23: 16777216 op, 914859100.00 ns, 54.5299 ns/op
WorkloadResult  24: 16777216 op, 908231100.00 ns, 54.1348 ns/op
WorkloadResult  25: 16777216 op, 904507200.00 ns, 53.9128 ns/op
WorkloadResult  26: 16777216 op, 913110600.00 ns, 54.4256 ns/op
WorkloadResult  27: 16777216 op, 926511200.00 ns, 55.2244 ns/op
GC:  353 0 0 1476395008 16777216
Threading:  2 0 16777216

// AfterAll
// Benchmark Process 5280 has exited with code 0

Mean = 55.383 ns, StdErr = 0.306 ns (0.55%), N = 27, StdDev = 1.589 ns
Min = 52.257 ns, Q1 = 54.436 ns, Median = 54.703 ns, Q3 = 56.399 ns, Max = 58.863 ns
IQR = 1.964 ns, LowerFence = 51.490 ns, UpperFence = 59.345 ns
ConfidenceInterval = [54.249 ns; 56.516 ns] (CI 99.9%), Margin = 1.134 ns (2.05% of Mean)
Skewness = 0.56, Kurtosis = 2.7, MValue = 2

// **************************
// Benchmark: BenchMarkExecutor.getArrayListItem: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "5823be10-79e9-4ec5-a28e-d0e1509e4f22.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.getArrayListItem" --job "Default" --benchmarkId 4 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\5823be10-79e9-4ec5-a28e-d0e1509e4f22\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 265900.00 ns, 265.9000 us/op
WorkloadJitting  1: 1 op, 1057500.00 ns, 1.0575 ms/op

OverheadJitting  2: 16 op, 236800.00 ns, 14.8000 us/op
WorkloadJitting  2: 16 op, 235000.00 ns, 14.6875 us/op

WorkloadPilot    1: 16 op, 6300.00 ns, 393.7500 ns/op
WorkloadPilot    2: 32 op, 7000.00 ns, 218.7500 ns/op
WorkloadPilot    3: 64 op, 12500.00 ns, 195.3125 ns/op
WorkloadPilot    4: 128 op, 23600.00 ns, 184.3750 ns/op
WorkloadPilot    5: 256 op, 46600.00 ns, 182.0312 ns/op
WorkloadPilot    6: 512 op, 91900.00 ns, 179.4922 ns/op
WorkloadPilot    7: 1024 op, 180900.00 ns, 176.6602 ns/op
WorkloadPilot    8: 2048 op, 368500.00 ns, 179.9316 ns/op
WorkloadPilot    9: 4096 op, 736100.00 ns, 179.7119 ns/op
WorkloadPilot   10: 8192 op, 1513300.00 ns, 184.7290 ns/op
WorkloadPilot   11: 16384 op, 3013500.00 ns, 183.9294 ns/op
WorkloadPilot   12: 32768 op, 6460100.00 ns, 197.1466 ns/op
WorkloadPilot   13: 65536 op, 12325700.00 ns, 188.0753 ns/op
WorkloadPilot   14: 131072 op, 24342200.00 ns, 185.7162 ns/op
WorkloadPilot   15: 262144 op, 47489700.00 ns, 181.1588 ns/op
WorkloadPilot   16: 524288 op, 94419400.00 ns, 180.0907 ns/op
WorkloadPilot   17: 1048576 op, 181731600.00 ns, 173.3128 ns/op
WorkloadPilot   18: 2097152 op, 321817200.00 ns, 153.4544 ns/op
WorkloadPilot   19: 4194304 op, 641887700.00 ns, 153.0380 ns/op

OverheadWarmup   1: 4194304 op, 7832800.00 ns, 1.8675 ns/op
OverheadWarmup   2: 4194304 op, 7830900.00 ns, 1.8670 ns/op
OverheadWarmup   3: 4194304 op, 7864800.00 ns, 1.8751 ns/op
OverheadWarmup   4: 4194304 op, 7839800.00 ns, 1.8692 ns/op
OverheadWarmup   5: 4194304 op, 7849500.00 ns, 1.8715 ns/op
OverheadWarmup   6: 4194304 op, 7819700.00 ns, 1.8644 ns/op

OverheadActual   1: 4194304 op, 7817900.00 ns, 1.8639 ns/op
OverheadActual   2: 4194304 op, 7827700.00 ns, 1.8663 ns/op
OverheadActual   3: 4194304 op, 7820300.00 ns, 1.8645 ns/op
OverheadActual   4: 4194304 op, 7819400.00 ns, 1.8643 ns/op
OverheadActual   5: 4194304 op, 7828600.00 ns, 1.8665 ns/op
OverheadActual   6: 4194304 op, 7810800.00 ns, 1.8622 ns/op
OverheadActual   7: 4194304 op, 7833000.00 ns, 1.8675 ns/op
OverheadActual   8: 4194304 op, 7818200.00 ns, 1.8640 ns/op
OverheadActual   9: 4194304 op, 7828800.00 ns, 1.8665 ns/op
OverheadActual  10: 4194304 op, 7815000.00 ns, 1.8632 ns/op
OverheadActual  11: 4194304 op, 7863900.00 ns, 1.8749 ns/op
OverheadActual  12: 4194304 op, 7885500.00 ns, 1.8800 ns/op
OverheadActual  13: 4194304 op, 8259000.00 ns, 1.9691 ns/op
OverheadActual  14: 4194304 op, 7825700.00 ns, 1.8658 ns/op
OverheadActual  15: 4194304 op, 7859600.00 ns, 1.8739 ns/op

WorkloadWarmup   1: 4194304 op, 643062000.00 ns, 153.3179 ns/op
WorkloadWarmup   2: 4194304 op, 646200500.00 ns, 154.0662 ns/op
WorkloadWarmup   3: 4194304 op, 624760600.00 ns, 148.9545 ns/op
WorkloadWarmup   4: 4194304 op, 629635300.00 ns, 150.1168 ns/op
WorkloadWarmup   5: 4194304 op, 624665000.00 ns, 148.9317 ns/op
WorkloadWarmup   6: 4194304 op, 619810700.00 ns, 147.7744 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 621495300.00 ns, 148.1760 ns/op
WorkloadActual   2: 4194304 op, 626662000.00 ns, 149.4079 ns/op
WorkloadActual   3: 4194304 op, 627366000.00 ns, 149.5757 ns/op
WorkloadActual   4: 4194304 op, 642324300.00 ns, 153.1420 ns/op
WorkloadActual   5: 4194304 op, 640115900.00 ns, 152.6155 ns/op
WorkloadActual   6: 4194304 op, 625047900.00 ns, 149.0230 ns/op
WorkloadActual   7: 4194304 op, 630965700.00 ns, 150.4339 ns/op
WorkloadActual   8: 4194304 op, 646389000.00 ns, 154.1111 ns/op
WorkloadActual   9: 4194304 op, 642999600.00 ns, 153.3031 ns/op
WorkloadActual  10: 4194304 op, 666784700.00 ns, 158.9739 ns/op
WorkloadActual  11: 4194304 op, 627901900.00 ns, 149.7035 ns/op
WorkloadActual  12: 4194304 op, 628333700.00 ns, 149.8064 ns/op
WorkloadActual  13: 4194304 op, 720469800.00 ns, 171.7734 ns/op
WorkloadActual  14: 4194304 op, 639221400.00 ns, 152.4023 ns/op
WorkloadActual  15: 4194304 op, 630697200.00 ns, 150.3699 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 613667600.00 ns, 146.3098 ns/op
WorkloadResult   2: 4194304 op, 618834300.00 ns, 147.5416 ns/op
WorkloadResult   3: 4194304 op, 619538300.00 ns, 147.7094 ns/op
WorkloadResult   4: 4194304 op, 634496600.00 ns, 151.2758 ns/op
WorkloadResult   5: 4194304 op, 632288200.00 ns, 150.7493 ns/op
WorkloadResult   6: 4194304 op, 617220200.00 ns, 147.1568 ns/op
WorkloadResult   7: 4194304 op, 623138000.00 ns, 148.5677 ns/op
WorkloadResult   8: 4194304 op, 638561300.00 ns, 152.2449 ns/op
WorkloadResult   9: 4194304 op, 635171900.00 ns, 151.4368 ns/op
WorkloadResult  10: 4194304 op, 620074200.00 ns, 147.8372 ns/op
WorkloadResult  11: 4194304 op, 620506000.00 ns, 147.9402 ns/op
WorkloadResult  12: 4194304 op, 631393700.00 ns, 150.5360 ns/op
WorkloadResult  13: 4194304 op, 622869500.00 ns, 148.5037 ns/op
GC:  48 0 0 201327936 4194304
Threading:  2 0 4194304

// AfterAll
// Benchmark Process 18868 has exited with code 0

Mean = 149.062 ns, StdErr = 0.533 ns (0.36%), N = 13, StdDev = 1.922 ns
Min = 146.310 ns, Q1 = 147.709 ns, Median = 148.504 ns, Q3 = 150.749 ns, Max = 152.245 ns
IQR = 3.040 ns, LowerFence = 143.150 ns, UpperFence = 155.309 ns
ConfidenceInterval = [146.760 ns; 151.364 ns] (CI 99.9%), Margin = 2.302 ns (1.54% of Mean)
Skewness = 0.29, Kurtosis = 1.43, MValue = 2

// **************************
// Benchmark: BenchMarkExecutor.getArrayListItemEquals: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "5823be10-79e9-4ec5-a28e-d0e1509e4f22.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.getArrayListItemEquals" --job "Default" --benchmarkId 5 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\5823be10-79e9-4ec5-a28e-d0e1509e4f22\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 257900.00 ns, 257.9000 us/op
WorkloadJitting  1: 1 op, 1028700.00 ns, 1.0287 ms/op

OverheadJitting  2: 16 op, 230100.00 ns, 14.3812 us/op
WorkloadJitting  2: 16 op, 213900.00 ns, 13.3688 us/op

WorkloadPilot    1: 16 op, 4300.00 ns, 268.7500 ns/op
WorkloadPilot    2: 32 op, 6700.00 ns, 209.3750 ns/op
WorkloadPilot    3: 64 op, 12300.00 ns, 192.1875 ns/op
WorkloadPilot    4: 128 op, 22300.00 ns, 174.2188 ns/op
WorkloadPilot    5: 256 op, 43900.00 ns, 171.4844 ns/op
WorkloadPilot    6: 512 op, 86300.00 ns, 168.5547 ns/op
WorkloadPilot    7: 1024 op, 170700.00 ns, 166.6992 ns/op
WorkloadPilot    8: 2048 op, 344300.00 ns, 168.1152 ns/op
WorkloadPilot    9: 4096 op, 686000.00 ns, 167.4805 ns/op
WorkloadPilot   10: 8192 op, 1420800.00 ns, 173.4375 ns/op
WorkloadPilot   11: 16384 op, 2837500.00 ns, 173.1873 ns/op
WorkloadPilot   12: 32768 op, 5662600.00 ns, 172.8088 ns/op
WorkloadPilot   13: 65536 op, 11942400.00 ns, 182.2266 ns/op
WorkloadPilot   14: 131072 op, 22863800.00 ns, 174.4370 ns/op
WorkloadPilot   15: 262144 op, 43892000.00 ns, 167.4347 ns/op
WorkloadPilot   16: 524288 op, 87505900.00 ns, 166.9043 ns/op
WorkloadPilot   17: 1048576 op, 160856400.00 ns, 153.4046 ns/op
WorkloadPilot   18: 2097152 op, 308630500.00 ns, 147.1665 ns/op
WorkloadPilot   19: 4194304 op, 620647600.00 ns, 147.9739 ns/op

OverheadWarmup   1: 4194304 op, 7771900.00 ns, 1.8530 ns/op
OverheadWarmup   2: 4194304 op, 7704100.00 ns, 1.8368 ns/op
OverheadWarmup   3: 4194304 op, 7798300.00 ns, 1.8593 ns/op
OverheadWarmup   4: 4194304 op, 7769500.00 ns, 1.8524 ns/op
OverheadWarmup   5: 4194304 op, 7734800.00 ns, 1.8441 ns/op
OverheadWarmup   6: 4194304 op, 7782700.00 ns, 1.8555 ns/op
OverheadWarmup   7: 4194304 op, 7769400.00 ns, 1.8524 ns/op

OverheadActual   1: 4194304 op, 7858300.00 ns, 1.8736 ns/op
OverheadActual   2: 4194304 op, 7761500.00 ns, 1.8505 ns/op
OverheadActual   3: 4194304 op, 7768600.00 ns, 1.8522 ns/op
OverheadActual   4: 4194304 op, 7671600.00 ns, 1.8291 ns/op
OverheadActual   5: 4194304 op, 7766600.00 ns, 1.8517 ns/op
OverheadActual   6: 4194304 op, 7919200.00 ns, 1.8881 ns/op
OverheadActual   7: 4194304 op, 7813800.00 ns, 1.8630 ns/op
OverheadActual   8: 4194304 op, 7792500.00 ns, 1.8579 ns/op
OverheadActual   9: 4194304 op, 7787700.00 ns, 1.8567 ns/op
OverheadActual  10: 4194304 op, 7819400.00 ns, 1.8643 ns/op
OverheadActual  11: 4194304 op, 7816400.00 ns, 1.8636 ns/op
OverheadActual  12: 4194304 op, 7818200.00 ns, 1.8640 ns/op
OverheadActual  13: 4194304 op, 7836100.00 ns, 1.8683 ns/op
OverheadActual  14: 4194304 op, 7823200.00 ns, 1.8652 ns/op
OverheadActual  15: 4194304 op, 7835400.00 ns, 1.8681 ns/op

WorkloadWarmup   1: 4194304 op, 620343000.00 ns, 147.9013 ns/op
WorkloadWarmup   2: 4194304 op, 616213200.00 ns, 146.9167 ns/op
WorkloadWarmup   3: 4194304 op, 617077900.00 ns, 147.1228 ns/op
WorkloadWarmup   4: 4194304 op, 617135400.00 ns, 147.1365 ns/op
WorkloadWarmup   5: 4194304 op, 608282700.00 ns, 145.0259 ns/op
WorkloadWarmup   6: 4194304 op, 617636200.00 ns, 147.2559 ns/op
WorkloadWarmup   7: 4194304 op, 616412900.00 ns, 146.9643 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 624488800.00 ns, 148.8897 ns/op
WorkloadActual   2: 4194304 op, 620459300.00 ns, 147.9290 ns/op
WorkloadActual   3: 4194304 op, 615916000.00 ns, 146.8458 ns/op
WorkloadActual   4: 4194304 op, 617083900.00 ns, 147.1243 ns/op
WorkloadActual   5: 4194304 op, 615846400.00 ns, 146.8292 ns/op
WorkloadActual   6: 4194304 op, 619031500.00 ns, 147.5886 ns/op
WorkloadActual   7: 4194304 op, 618851400.00 ns, 147.5457 ns/op
WorkloadActual   8: 4194304 op, 633253600.00 ns, 150.9794 ns/op
WorkloadActual   9: 4194304 op, 633392500.00 ns, 151.0125 ns/op
WorkloadActual  10: 4194304 op, 628139900.00 ns, 149.7602 ns/op
WorkloadActual  11: 4194304 op, 650691900.00 ns, 155.1370 ns/op
WorkloadActual  12: 4194304 op, 648977700.00 ns, 154.7283 ns/op
WorkloadActual  13: 4194304 op, 633729200.00 ns, 151.0928 ns/op
WorkloadActual  14: 4194304 op, 615794000.00 ns, 146.8167 ns/op
WorkloadActual  15: 4194304 op, 617690300.00 ns, 147.2688 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 616672400.00 ns, 147.0262 ns/op
WorkloadResult   2: 4194304 op, 612642900.00 ns, 146.0654 ns/op
WorkloadResult   3: 4194304 op, 608099600.00 ns, 144.9822 ns/op
WorkloadResult   4: 4194304 op, 609267500.00 ns, 145.2607 ns/op
WorkloadResult   5: 4194304 op, 608030000.00 ns, 144.9656 ns/op
WorkloadResult   6: 4194304 op, 611215100.00 ns, 145.7250 ns/op
WorkloadResult   7: 4194304 op, 611035000.00 ns, 145.6821 ns/op
WorkloadResult   8: 4194304 op, 625437200.00 ns, 149.1158 ns/op
WorkloadResult   9: 4194304 op, 625576100.00 ns, 149.1490 ns/op
WorkloadResult  10: 4194304 op, 620323500.00 ns, 147.8966 ns/op
WorkloadResult  11: 4194304 op, 642875500.00 ns, 153.2735 ns/op
WorkloadResult  12: 4194304 op, 641161300.00 ns, 152.8648 ns/op
WorkloadResult  13: 4194304 op, 625912800.00 ns, 149.2292 ns/op
WorkloadResult  14: 4194304 op, 607977600.00 ns, 144.9532 ns/op
WorkloadResult  15: 4194304 op, 609873900.00 ns, 145.4053 ns/op
GC:  48 0 0 201327880 4194304
Threading:  2 0 4194304

// AfterAll
// Benchmark Process 9892 has exited with code 0

Mean = 147.440 ns, StdErr = 0.717 ns (0.49%), N = 15, StdDev = 2.776 ns
Min = 144.953 ns, Q1 = 145.333 ns, Median = 146.065 ns, Q3 = 149.132 ns, Max = 153.273 ns
IQR = 3.799 ns, LowerFence = 139.634 ns, UpperFence = 154.832 ns
ConfidenceInterval = [144.471 ns; 150.408 ns] (CI 99.9%), Margin = 2.968 ns (2.01% of Mean)
Skewness = 0.92, Kurtosis = 2.5, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\DALMentoring.Collections.BenchMarkExecutor-report.csv
  BenchmarkDotNet.Artifacts\results\DALMentoring.Collections.BenchMarkExecutor-report-github.md
  BenchmarkDotNet.Artifacts\results\DALMentoring.Collections.BenchMarkExecutor-report.html

// * Detailed results *
BenchMarkExecutor.FindItemForeach: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 23.055 ns, StdErr = 0.048 ns (0.21%), N = 15, StdDev = 0.187 ns
Min = 22.791 ns, Q1 = 22.900 ns, Median = 23.048 ns, Q3 = 23.141 ns, Max = 23.432 ns
IQR = 0.241 ns, LowerFence = 22.539 ns, UpperFence = 23.502 ns
ConfidenceInterval = [22.855 ns; 23.255 ns] (CI 99.9%), Margin = 0.200 ns (0.87% of Mean)
Skewness = 0.5, Kurtosis = 2.11, MValue = 2
-------------------- Histogram --------------------
[22.742 ns ; 23.532 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

BenchMarkExecutor.FindItemFor: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 25.112 ns, StdErr = 0.109 ns (0.44%), N = 15, StdDev = 0.424 ns
Min = 24.557 ns, Q1 = 24.852 ns, Median = 25.001 ns, Q3 = 25.382 ns, Max = 26.108 ns
IQR = 0.530 ns, LowerFence = 24.058 ns, UpperFence = 26.176 ns
ConfidenceInterval = [24.659 ns; 25.565 ns] (CI 99.9%), Margin = 0.453 ns (1.80% of Mean)
Skewness = 0.73, Kurtosis = 2.68, MValue = 2
-------------------- Histogram --------------------
[24.534 ns ; 25.231 ns) | @@@@@@@@@@
[25.231 ns ; 26.333 ns) | @@@@@
---------------------------------------------------

BenchMarkExecutor.FindItemLinq: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
