// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 7 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc
// command took 1,56s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc
// command took 2,7s and exited with 0
// ***** Done, took 00:00:04 (4.46 sec)   *****
// Found 7 benchmarks:
//   BenchMarkExecutor.FindItemForeachArray: DefaultJob
//   BenchMarkExecutor.FindItemForArray: DefaultJob
//   BenchMarkExecutor.FindItemForListArray: DefaultJob
//   BenchMarkExecutor.FindItemLinqListArray: DefaultJob
//   BenchMarkExecutor.getArrayListItem: DefaultJob
//   BenchMarkExecutor.getArrayListItemEquals: DefaultJob
//   BenchMarkExecutor.getArrayListItemIndexOf: DefaultJob

// **************************
// Benchmark: BenchMarkExecutor.FindItemForeachArray: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.FindItemForeachArray" --job "Default" --benchmarkId 0 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  2: 16 op, 225500.00 ns, 14.0938 us/op
WorkloadJitting  2: 16 op, 314300.00 ns, 19.6438 us/op

WorkloadPilot    1: 16 op, 3100.00 ns, 193.7500 ns/op
WorkloadPilot    2: 32 op, 3700.00 ns, 115.6250 ns/op
WorkloadPilot    3: 64 op, 4900.00 ns, 76.5625 ns/op
WorkloadPilot    4: 128 op, 9300.00 ns, 72.6562 ns/op
WorkloadPilot    5: 256 op, 20100.00 ns, 78.5156 ns/op
WorkloadPilot    6: 512 op, 34200.00 ns, 66.7969 ns/op
WorkloadPilot    7: 1024 op, 70200.00 ns, 68.5547 ns/op
WorkloadPilot    8: 2048 op, 136800.00 ns, 66.7969 ns/op
WorkloadPilot    9: 4096 op, 291400.00 ns, 71.1426 ns/op
WorkloadPilot   10: 8192 op, 591500.00 ns, 72.2046 ns/op
WorkloadPilot   11: 16384 op, 1175400.00 ns, 71.7407 ns/op
WorkloadPilot   12: 32768 op, 2442400.00 ns, 74.5361 ns/op
WorkloadPilot   13: 65536 op, 4875400.00 ns, 74.3927 ns/op
WorkloadPilot   14: 131072 op, 8024100.00 ns, 61.2190 ns/op
WorkloadPilot   15: 262144 op, 15842600.00 ns, 60.4347 ns/op
WorkloadPilot   16: 524288 op, 31391700.00 ns, 59.8749 ns/op
WorkloadPilot   17: 1048576 op, 64055600.00 ns, 61.0882 ns/op
WorkloadPilot   18: 2097152 op, 116639300.00 ns, 55.6180 ns/op
WorkloadPilot   19: 4194304 op, 194538600.00 ns, 46.3816 ns/op
WorkloadPilot   20: 8388608 op, 393491600.00 ns, 46.9079 ns/op
WorkloadPilot   21: 16777216 op, 780382300.00 ns, 46.5144 ns/op

OverheadWarmup   1: 16777216 op, 31108800.00 ns, 1.8542 ns/op
OverheadWarmup   2: 16777216 op, 31384300.00 ns, 1.8707 ns/op
OverheadWarmup   3: 16777216 op, 31462800.00 ns, 1.8753 ns/op
OverheadWarmup   4: 16777216 op, 31296500.00 ns, 1.8654 ns/op
OverheadWarmup   5: 16777216 op, 31166700.00 ns, 1.8577 ns/op
OverheadWarmup   6: 16777216 op, 31203600.00 ns, 1.8599 ns/op
OverheadWarmup   7: 16777216 op, 31121800.00 ns, 1.8550 ns/op

OverheadActual   1: 16777216 op, 31141600.00 ns, 1.8562 ns/op
OverheadActual   2: 16777216 op, 31319800.00 ns, 1.8668 ns/op
OverheadActual   3: 16777216 op, 31610600.00 ns, 1.8841 ns/op
OverheadActual   4: 16777216 op, 31304500.00 ns, 1.8659 ns/op
OverheadActual   5: 16777216 op, 31300300.00 ns, 1.8656 ns/op
OverheadActual   6: 16777216 op, 31311200.00 ns, 1.8663 ns/op
OverheadActual   7: 16777216 op, 31288300.00 ns, 1.8649 ns/op
OverheadActual   8: 16777216 op, 31269200.00 ns, 1.8638 ns/op
OverheadActual   9: 16777216 op, 31279700.00 ns, 1.8644 ns/op
OverheadActual  10: 16777216 op, 30749500.00 ns, 1.8328 ns/op
OverheadActual  11: 16777216 op, 27592000.00 ns, 1.6446 ns/op
OverheadActual  12: 16777216 op, 27667000.00 ns, 1.6491 ns/op
OverheadActual  13: 16777216 op, 27849200.00 ns, 1.6599 ns/op
OverheadActual  14: 16777216 op, 27699100.00 ns, 1.6510 ns/op
OverheadActual  15: 16777216 op, 27624300.00 ns, 1.6465 ns/op
OverheadActual  16: 16777216 op, 27615800.00 ns, 1.6460 ns/op
OverheadActual  17: 16777216 op, 27705900.00 ns, 1.6514 ns/op
OverheadActual  18: 16777216 op, 27606400.00 ns, 1.6455 ns/op
OverheadActual  19: 16777216 op, 28283300.00 ns, 1.6858 ns/op
OverheadActual  20: 16777216 op, 28010900.00 ns, 1.6696 ns/op

WorkloadWarmup   1: 16777216 op, 774429000.00 ns, 46.1596 ns/op
WorkloadWarmup   2: 16777216 op, 777527900.00 ns, 46.3443 ns/op
WorkloadWarmup   3: 16777216 op, 767533600.00 ns, 45.7486 ns/op
WorkloadWarmup   4: 16777216 op, 774629800.00 ns, 46.1715 ns/op
WorkloadWarmup   5: 16777216 op, 803354800.00 ns, 47.8837 ns/op
WorkloadWarmup   6: 16777216 op, 834445100.00 ns, 49.7368 ns/op
WorkloadWarmup   7: 16777216 op, 792571700.00 ns, 47.2410 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 797670500.00 ns, 47.5449 ns/op
WorkloadActual   2: 16777216 op, 812021000.00 ns, 48.4002 ns/op
WorkloadActual   3: 16777216 op, 842558800.00 ns, 50.2204 ns/op
WorkloadActual   4: 16777216 op, 797176800.00 ns, 47.5154 ns/op
WorkloadActual   5: 16777216 op, 808223000.00 ns, 48.1738 ns/op
WorkloadActual   6: 16777216 op, 816308900.00 ns, 48.6558 ns/op
WorkloadActual   7: 16777216 op, 813272800.00 ns, 48.4748 ns/op
WorkloadActual   8: 16777216 op, 804311300.00 ns, 47.9407 ns/op
WorkloadActual   9: 16777216 op, 817845600.00 ns, 48.7474 ns/op
WorkloadActual  10: 16777216 op, 789745700.00 ns, 47.0725 ns/op
WorkloadActual  11: 16777216 op, 773686900.00 ns, 46.1153 ns/op
WorkloadActual  12: 16777216 op, 785955300.00 ns, 46.8466 ns/op
WorkloadActual  13: 16777216 op, 777005000.00 ns, 46.3131 ns/op
WorkloadActual  14: 16777216 op, 797770500.00 ns, 47.5508 ns/op
WorkloadActual  15: 16777216 op, 785353500.00 ns, 46.8107 ns/op
WorkloadActual  16: 16777216 op, 786726600.00 ns, 46.8926 ns/op
WorkloadActual  17: 16777216 op, 784961500.00 ns, 46.7874 ns/op
WorkloadActual  18: 16777216 op, 783663900.00 ns, 46.7100 ns/op
WorkloadActual  19: 16777216 op, 802588100.00 ns, 47.8380 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 768154100.00 ns, 45.7856 ns/op
WorkloadResult   2: 16777216 op, 782504600.00 ns, 46.6409 ns/op
WorkloadResult   3: 16777216 op, 813042400.00 ns, 48.4611 ns/op
WorkloadResult   4: 16777216 op, 767660400.00 ns, 45.7561 ns/op
WorkloadResult   5: 16777216 op, 778706600.00 ns, 46.4145 ns/op
WorkloadResult   6: 16777216 op, 786792500.00 ns, 46.8965 ns/op
WorkloadResult   7: 16777216 op, 783756400.00 ns, 46.7155 ns/op
WorkloadResult   8: 16777216 op, 774794900.00 ns, 46.1814 ns/op
WorkloadResult   9: 16777216 op, 788329200.00 ns, 46.9881 ns/op
WorkloadResult  10: 16777216 op, 760229300.00 ns, 45.3132 ns/op
WorkloadResult  11: 16777216 op, 744170500.00 ns, 44.3560 ns/op
WorkloadResult  12: 16777216 op, 756438900.00 ns, 45.0873 ns/op
WorkloadResult  13: 16777216 op, 747488600.00 ns, 44.5538 ns/op
WorkloadResult  14: 16777216 op, 768254100.00 ns, 45.7915 ns/op
WorkloadResult  15: 16777216 op, 755837100.00 ns, 45.0514 ns/op
WorkloadResult  16: 16777216 op, 757210200.00 ns, 45.1332 ns/op
WorkloadResult  17: 16777216 op, 755445100.00 ns, 45.0280 ns/op
WorkloadResult  18: 16777216 op, 754147500.00 ns, 44.9507 ns/op
WorkloadResult  19: 16777216 op, 773071700.00 ns, 46.0787 ns/op
GC:  353 0 0 1476395208 16777216
Threading:  2 0 16777216

// AfterAll
// Benchmark Process 14828 has exited with code 0

Mean = 45.852 ns, StdErr = 0.233 ns (0.51%), N = 19, StdDev = 1.014 ns
Min = 44.356 ns, Q1 = 45.069 ns, Median = 45.786 ns, Q3 = 46.528 ns, Max = 48.461 ns
IQR = 1.458 ns, LowerFence = 42.882 ns, UpperFence = 48.715 ns
ConfidenceInterval = [44.940 ns; 46.764 ns] (CI 99.9%), Margin = 0.912 ns (1.99% of Mean)
Skewness = 0.68, Kurtosis = 3.01, MValue = 2

// **************************
// Benchmark: BenchMarkExecutor.getArrayListItem: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.getArrayListItem" --job "Default" --benchmarkId 4 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 252500.00 ns, 252.5000 us/op
WorkloadJitting  1: 1 op, 1025200.00 ns, 1.0252 ms/op

OverheadJitting  2: 16 op, 269700.00 ns, 16.8562 us/op
WorkloadJitting  2: 16 op, 218400.00 ns, 13.6500 us/op

WorkloadPilot    1: 16 op, 6100.00 ns, 381.2500 ns/op
WorkloadPilot    2: 32 op, 7900.00 ns, 246.8750 ns/op
WorkloadPilot    3: 64 op, 15900.00 ns, 248.4375 ns/op
WorkloadPilot    4: 128 op, 23900.00 ns, 186.7188 ns/op
WorkloadPilot    5: 256 op, 48300.00 ns, 188.6719 ns/op
WorkloadPilot    6: 512 op, 93600.00 ns, 182.8125 ns/op
WorkloadPilot    7: 1024 op, 196000.00 ns, 191.4062 ns/op
WorkloadPilot    8: 2048 op, 459700.00 ns, 224.4629 ns/op
WorkloadPilot    9: 4096 op, 750600.00 ns, 183.2520 ns/op
WorkloadPilot   10: 8192 op, 1589400.00 ns, 194.0186 ns/op
WorkloadPilot   11: 16384 op, 3050700.00 ns, 186.2000 ns/op
WorkloadPilot   12: 32768 op, 6075700.00 ns, 185.4156 ns/op
WorkloadPilot   13: 65536 op, 12133200.00 ns, 185.1379 ns/op
WorkloadPilot   14: 131072 op, 24179400.00 ns, 184.4742 ns/op
WorkloadPilot   15: 262144 op, 47282200.00 ns, 180.3673 ns/op
WorkloadPilot   16: 524288 op, 82257000.00 ns, 156.8928 ns/op
WorkloadPilot   17: 1048576 op, 160027800.00 ns, 152.6144 ns/op
WorkloadPilot   18: 2097152 op, 322386100.00 ns, 153.7257 ns/op
WorkloadPilot   19: 4194304 op, 631577700.00 ns, 150.5799 ns/op

OverheadWarmup   1: 4194304 op, 7809000.00 ns, 1.8618 ns/op
OverheadWarmup   2: 4194304 op, 7835600.00 ns, 1.8682 ns/op
OverheadWarmup   3: 4194304 op, 8009600.00 ns, 1.9096 ns/op
OverheadWarmup   4: 4194304 op, 7870500.00 ns, 1.8765 ns/op
OverheadWarmup   5: 4194304 op, 7814700.00 ns, 1.8632 ns/op
OverheadWarmup   6: 4194304 op, 7833600.00 ns, 1.8677 ns/op
OverheadWarmup   7: 4194304 op, 7817500.00 ns, 1.8638 ns/op

OverheadActual   1: 4194304 op, 7839300.00 ns, 1.8690 ns/op
OverheadActual   2: 4194304 op, 7844800.00 ns, 1.8703 ns/op
OverheadActual   3: 4194304 op, 7819400.00 ns, 1.8643 ns/op
OverheadActual   4: 4194304 op, 7810100.00 ns, 1.8621 ns/op
OverheadActual   5: 4194304 op, 7841900.00 ns, 1.8697 ns/op
OverheadActual   6: 4194304 op, 7820800.00 ns, 1.8646 ns/op
OverheadActual   7: 4194304 op, 7811400.00 ns, 1.8624 ns/op
OverheadActual   8: 4194304 op, 7820500.00 ns, 1.8646 ns/op
OverheadActual   9: 4194304 op, 7876100.00 ns, 1.8778 ns/op
OverheadActual  10: 4194304 op, 7862300.00 ns, 1.8745 ns/op
OverheadActual  11: 4194304 op, 7815300.00 ns, 1.8633 ns/op
OverheadActual  12: 4194304 op, 7828100.00 ns, 1.8664 ns/op
OverheadActual  13: 4194304 op, 7845800.00 ns, 1.8706 ns/op
OverheadActual  14: 4194304 op, 7826700.00 ns, 1.8660 ns/op
OverheadActual  15: 4194304 op, 7842200.00 ns, 1.8697 ns/op

WorkloadWarmup   1: 4194304 op, 636918900.00 ns, 151.8533 ns/op
WorkloadWarmup   2: 4194304 op, 642190500.00 ns, 153.1101 ns/op
WorkloadWarmup   3: 4194304 op, 638845000.00 ns, 152.3125 ns/op
WorkloadWarmup   4: 4194304 op, 640765100.00 ns, 152.7703 ns/op
WorkloadWarmup   5: 4194304 op, 634837500.00 ns, 151.3571 ns/op
WorkloadWarmup   6: 4194304 op, 630753500.00 ns, 150.3834 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 633757800.00 ns, 151.0996 ns/op
WorkloadActual   2: 4194304 op, 649239900.00 ns, 154.7909 ns/op
WorkloadActual   3: 4194304 op, 642942100.00 ns, 153.2893 ns/op
WorkloadActual   4: 4194304 op, 635863800.00 ns, 151.6017 ns/op
WorkloadActual   5: 4194304 op, 626632600.00 ns, 149.4009 ns/op
WorkloadActual   6: 4194304 op, 639394400.00 ns, 152.4435 ns/op
WorkloadActual   7: 4194304 op, 634908900.00 ns, 151.3741 ns/op
WorkloadActual   8: 4194304 op, 640808600.00 ns, 152.7807 ns/op
WorkloadActual   9: 4194304 op, 645011400.00 ns, 153.7827 ns/op
WorkloadActual  10: 4194304 op, 647407600.00 ns, 154.3540 ns/op
WorkloadActual  11: 4194304 op, 640206300.00 ns, 152.6371 ns/op
WorkloadActual  12: 4194304 op, 628547800.00 ns, 149.8575 ns/op
WorkloadActual  13: 4194304 op, 639156900.00 ns, 152.3869 ns/op
WorkloadActual  14: 4194304 op, 635438800.00 ns, 151.5004 ns/op
WorkloadActual  15: 4194304 op, 653011400.00 ns, 155.6901 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 625929700.00 ns, 149.2333 ns/op
WorkloadResult   2: 4194304 op, 641411800.00 ns, 152.9245 ns/op
WorkloadResult   3: 4194304 op, 635114000.00 ns, 151.4230 ns/op
WorkloadResult   4: 4194304 op, 628035700.00 ns, 149.7354 ns/op
WorkloadResult   5: 4194304 op, 618804500.00 ns, 147.5345 ns/op
WorkloadResult   6: 4194304 op, 631566300.00 ns, 150.5771 ns/op
WorkloadResult   7: 4194304 op, 627080800.00 ns, 149.5077 ns/op
WorkloadResult   8: 4194304 op, 632980500.00 ns, 150.9143 ns/op
WorkloadResult   9: 4194304 op, 637183300.00 ns, 151.9163 ns/op
WorkloadResult  10: 4194304 op, 639579500.00 ns, 152.4876 ns/op
WorkloadResult  11: 4194304 op, 632378200.00 ns, 150.7707 ns/op
WorkloadResult  12: 4194304 op, 620719700.00 ns, 147.9911 ns/op
WorkloadResult  13: 4194304 op, 631328800.00 ns, 150.5205 ns/op
WorkloadResult  14: 4194304 op, 627610700.00 ns, 149.6341 ns/op
WorkloadResult  15: 4194304 op, 645183300.00 ns, 153.8237 ns/op
GC:  48 0 0 201327936 4194304
Threading:  2 0 4194304

// AfterAll
// Benchmark Process 8964 has exited with code 0

Mean = 150.600 ns, StdErr = 0.452 ns (0.30%), N = 15, StdDev = 1.749 ns
Min = 147.534 ns, Q1 = 149.571 ns, Median = 150.577 ns, Q3 = 151.670 ns, Max = 153.824 ns
IQR = 2.099 ns, LowerFence = 146.423 ns, UpperFence = 154.818 ns
ConfidenceInterval = [148.729 ns; 152.470 ns] (CI 99.9%), Margin = 1.870 ns (1.24% of Mean)
Skewness = 0.05, Kurtosis = 2.09, MValue = 2

// **************************
// Benchmark: BenchMarkExecutor.getArrayListItemEquals: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.getArrayListItemEquals" --job "Default" --benchmarkId 5 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 256100.00 ns, 256.1000 us/op
WorkloadJitting  1: 1 op, 1030800.00 ns, 1.0308 ms/op

OverheadJitting  2: 16 op, 221300.00 ns, 13.8313 us/op
WorkloadJitting  2: 16 op, 213000.00 ns, 13.3125 us/op

WorkloadPilot    1: 16 op, 4400.00 ns, 275.0000 ns/op
WorkloadPilot    2: 32 op, 6700.00 ns, 209.3750 ns/op
WorkloadPilot    3: 64 op, 11800.00 ns, 184.3750 ns/op
WorkloadPilot    4: 128 op, 22200.00 ns, 173.4375 ns/op
WorkloadPilot    5: 256 op, 43500.00 ns, 169.9219 ns/op
WorkloadPilot    6: 512 op, 85900.00 ns, 167.7734 ns/op
WorkloadPilot    7: 1024 op, 169900.00 ns, 165.9180 ns/op
WorkloadPilot    8: 2048 op, 344700.00 ns, 168.3105 ns/op
WorkloadPilot    9: 4096 op, 690600.00 ns, 168.6035 ns/op
WorkloadPilot   10: 8192 op, 1419400.00 ns, 173.2666 ns/op
WorkloadPilot   11: 16384 op, 2823800.00 ns, 172.3511 ns/op
WorkloadPilot   12: 32768 op, 5731400.00 ns, 174.9084 ns/op
WorkloadPilot   13: 65536 op, 11551300.00 ns, 176.2589 ns/op
WorkloadPilot   14: 131072 op, 22688000.00 ns, 173.0957 ns/op
WorkloadPilot   15: 262144 op, 44218900.00 ns, 168.6817 ns/op
WorkloadPilot   16: 524288 op, 88433200.00 ns, 168.6729 ns/op
WorkloadPilot   17: 1048576 op, 172147000.00 ns, 164.1722 ns/op
WorkloadPilot   18: 2097152 op, 300017800.00 ns, 143.0596 ns/op
WorkloadPilot   19: 4194304 op, 625442100.00 ns, 149.1170 ns/op

OverheadWarmup   1: 4194304 op, 8210700.00 ns, 1.9576 ns/op
OverheadWarmup   2: 4194304 op, 7847900.00 ns, 1.8711 ns/op
OverheadWarmup   3: 4194304 op, 7820400.00 ns, 1.8645 ns/op
OverheadWarmup   4: 4194304 op, 7867300.00 ns, 1.8757 ns/op
OverheadWarmup   5: 4194304 op, 8176200.00 ns, 1.9494 ns/op
OverheadWarmup   6: 4194304 op, 7825700.00 ns, 1.8658 ns/op
OverheadWarmup   7: 4194304 op, 7826500.00 ns, 1.8660 ns/op
OverheadWarmup   8: 4194304 op, 7865600.00 ns, 1.8753 ns/op
OverheadWarmup   9: 4194304 op, 7823800.00 ns, 1.8653 ns/op

OverheadActual   1: 4194304 op, 7855100.00 ns, 1.8728 ns/op
OverheadActual   2: 4194304 op, 7818700.00 ns, 1.8641 ns/op
OverheadActual   3: 4194304 op, 7821400.00 ns, 1.8648 ns/op
OverheadActual   4: 4194304 op, 7827700.00 ns, 1.8663 ns/op
OverheadActual   5: 4194304 op, 7815300.00 ns, 1.8633 ns/op
OverheadActual   6: 4194304 op, 7815500.00 ns, 1.8634 ns/op
OverheadActual   7: 4194304 op, 7821400.00 ns, 1.8648 ns/op
OverheadActual   8: 4194304 op, 7833300.00 ns, 1.8676 ns/op
OverheadActual   9: 4194304 op, 8411200.00 ns, 2.0054 ns/op
OverheadActual  10: 4194304 op, 7823600.00 ns, 1.8653 ns/op
OverheadActual  11: 4194304 op, 7837400.00 ns, 1.8686 ns/op
OverheadActual  12: 4194304 op, 7840800.00 ns, 1.8694 ns/op
OverheadActual  13: 4194304 op, 7822200.00 ns, 1.8650 ns/op
OverheadActual  14: 4194304 op, 7866300.00 ns, 1.8755 ns/op
OverheadActual  15: 4194304 op, 7825600.00 ns, 1.8658 ns/op

WorkloadWarmup   1: 4194304 op, 599365800.00 ns, 142.8999 ns/op
WorkloadWarmup   2: 4194304 op, 610975800.00 ns, 145.6680 ns/op
WorkloadWarmup   3: 4194304 op, 600663400.00 ns, 143.2093 ns/op
WorkloadWarmup   4: 4194304 op, 592203500.00 ns, 141.1923 ns/op
WorkloadWarmup   5: 4194304 op, 599530700.00 ns, 142.9393 ns/op
WorkloadWarmup   6: 4194304 op, 598426200.00 ns, 142.6759 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 601700400.00 ns, 143.4566 ns/op
WorkloadActual   2: 4194304 op, 599023200.00 ns, 142.8183 ns/op
WorkloadActual   3: 4194304 op, 616277400.00 ns, 146.9320 ns/op
WorkloadActual   4: 4194304 op, 613298200.00 ns, 146.2217 ns/op
WorkloadActual   5: 4194304 op, 601295600.00 ns, 143.3600 ns/op
WorkloadActual   6: 4194304 op, 601736300.00 ns, 143.4651 ns/op
WorkloadActual   7: 4194304 op, 602657300.00 ns, 143.6847 ns/op
WorkloadActual   8: 4194304 op, 600989500.00 ns, 143.2871 ns/op
WorkloadActual   9: 4194304 op, 600751500.00 ns, 143.2303 ns/op
WorkloadActual  10: 4194304 op, 590847800.00 ns, 140.8691 ns/op
WorkloadActual  11: 4194304 op, 593718900.00 ns, 141.5536 ns/op
WorkloadActual  12: 4194304 op, 590118300.00 ns, 140.6952 ns/op
WorkloadActual  13: 4194304 op, 593060500.00 ns, 141.3966 ns/op
WorkloadActual  14: 4194304 op, 593040700.00 ns, 141.3919 ns/op
WorkloadActual  15: 4194304 op, 599305100.00 ns, 142.8855 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 593874800.00 ns, 141.5908 ns/op
WorkloadResult   2: 4194304 op, 591197600.00 ns, 140.9525 ns/op
WorkloadResult   3: 4194304 op, 605472600.00 ns, 144.3559 ns/op
WorkloadResult   4: 4194304 op, 593470000.00 ns, 141.4943 ns/op
WorkloadResult   5: 4194304 op, 593910700.00 ns, 141.5993 ns/op
WorkloadResult   6: 4194304 op, 594831700.00 ns, 141.8189 ns/op
WorkloadResult   7: 4194304 op, 593163900.00 ns, 141.4213 ns/op
WorkloadResult   8: 4194304 op, 592925900.00 ns, 141.3646 ns/op
WorkloadResult   9: 4194304 op, 583022200.00 ns, 139.0033 ns/op
WorkloadResult  10: 4194304 op, 585893300.00 ns, 139.6878 ns/op
WorkloadResult  11: 4194304 op, 582292700.00 ns, 138.8294 ns/op
WorkloadResult  12: 4194304 op, 585234900.00 ns, 139.5309 ns/op
WorkloadResult  13: 4194304 op, 585215100.00 ns, 139.5262 ns/op
WorkloadResult  14: 4194304 op, 591479500.00 ns, 141.0197 ns/op
GC:  48 0 0 201327936 4194304
Threading:  2 0 4194304

// AfterAll
// Benchmark Process 7456 has exited with code 0

Mean = 140.871 ns, StdErr = 0.390 ns (0.28%), N = 14, StdDev = 1.460 ns
Min = 138.829 ns, Q1 = 139.570 ns, Median = 141.192 ns, Q3 = 141.567 ns, Max = 144.356 ns
IQR = 1.997 ns, LowerFence = 136.575 ns, UpperFence = 144.561 ns
ConfidenceInterval = [139.224 ns; 142.518 ns] (CI 99.9%), Margin = 1.647 ns (1.17% of Mean)
Skewness = 0.53, Kurtosis = 2.94, MValue = 2

// **************************
// Benchmark: BenchMarkExecutor.getArrayListItemIndexOf: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.getArrayListItemIndexOf" --job "Default" --benchmarkId 6 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\7f1f0dc7-5b9b-4aa0-a06a-6fc190f22dcc\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 257300.00 ns, 257.3000 us/op
WorkloadJitting  1: 1 op, 719600.00 ns, 719.6000 us/op

OverheadJitting  2: 16 op, 227500.00 ns, 14.2188 us/op
WorkloadJitting  2: 16 op, 229500.00 ns, 14.3438 us/op

WorkloadPilot    1: 16 op, 3500.00 ns, 218.7500 ns/op
WorkloadPilot    2: 32 op, 5200.00 ns, 162.5000 ns/op
WorkloadPilot    3: 64 op, 8400.00 ns, 131.2500 ns/op
WorkloadPilot    4: 128 op, 15900.00 ns, 124.2188 ns/op
WorkloadPilot    5: 256 op, 30200.00 ns, 117.9688 ns/op
WorkloadPilot    6: 512 op, 59900.00 ns, 116.9922 ns/op
WorkloadPilot    7: 1024 op, 117600.00 ns, 114.8438 ns/op
WorkloadPilot    8: 2048 op, 232900.00 ns, 113.7207 ns/op
WorkloadPilot    9: 4096 op, 472100.00 ns, 115.2588 ns/op
WorkloadPilot   10: 8192 op, 940700.00 ns, 114.8315 ns/op
WorkloadPilot   11: 16384 op, 1915300.00 ns, 116.9006 ns/op
WorkloadPilot   12: 32768 op, 3814000.00 ns, 116.3940 ns/op
WorkloadPilot   13: 65536 op, 7902700.00 ns, 120.5856 ns/op
WorkloadPilot   14: 131072 op, 15392500.00 ns, 117.4355 ns/op
WorkloadPilot   15: 262144 op, 31827800.00 ns, 121.4134 ns/op
WorkloadPilot   16: 524288 op, 58746400.00 ns, 112.0499 ns/op
WorkloadPilot   17: 1048576 op, 80056100.00 ns, 76.3474 ns/op
WorkloadPilot   18: 2097152 op, 159379800.00 ns, 75.9982 ns/op
WorkloadPilot   19: 4194304 op, 323013600.00 ns, 77.0124 ns/op
WorkloadPilot   20: 8388608 op, 637806400.00 ns, 76.0324 ns/op

OverheadWarmup   1: 8388608 op, 15758700.00 ns, 1.8786 ns/op
OverheadWarmup   2: 8388608 op, 15753900.00 ns, 1.8780 ns/op
OverheadWarmup   3: 8388608 op, 15755000.00 ns, 1.8781 ns/op
OverheadWarmup   4: 8388608 op, 15657700.00 ns, 1.8665 ns/op
OverheadWarmup   5: 8388608 op, 15628200.00 ns, 1.8630 ns/op
OverheadWarmup   6: 8388608 op, 15684000.00 ns, 1.8697 ns/op
OverheadWarmup   7: 8388608 op, 15690300.00 ns, 1.8704 ns/op
OverheadWarmup   8: 8388608 op, 15662100.00 ns, 1.8671 ns/op

OverheadActual   1: 8388608 op, 15646600.00 ns, 1.8652 ns/op
