// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\307cd3c4-361e-42ac-888a-7a2999f2a714
// command took 1,42s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\307cd3c4-361e-42ac-888a-7a2999f2a714
// command took 2,44s and exited with 0
// ***** Done, took 00:00:03 (3.98 sec)   *****
// Found 6 benchmarks:
//   BenchMarkExecutor.FindItemForeach: DefaultJob
//   BenchMarkExecutor.FindItemFor: DefaultJob
//   BenchMarkExecutor.FindItemForList: DefaultJob
//   BenchMarkExecutor.FindItemLinq: DefaultJob
//   BenchMarkExecutor.getArrayListItem: DefaultJob
//   BenchMarkExecutor.getArrayListItemEquals: DefaultJob

// **************************
// Benchmark: BenchMarkExecutor.FindItemForeach: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "307cd3c4-361e-42ac-888a-7a2999f2a714.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.FindItemForeach" --job "Default" --benchmarkId 0 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\307cd3c4-361e-42ac-888a-7a2999f2a714\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadPilot    8: 2048 op, 133200.00 ns, 65.0391 ns/op
WorkloadPilot    9: 4096 op, 302400.00 ns, 73.8281 ns/op
WorkloadPilot   10: 8192 op, 604400.00 ns, 73.7793 ns/op
WorkloadPilot   11: 16384 op, 1216200.00 ns, 74.2310 ns/op
WorkloadPilot   12: 32768 op, 2502800.00 ns, 76.3794 ns/op
WorkloadPilot   13: 65536 op, 4927700.00 ns, 75.1907 ns/op
WorkloadPilot   14: 131072 op, 8275600.00 ns, 63.1378 ns/op
WorkloadPilot   15: 262144 op, 16489300.00 ns, 62.9017 ns/op
WorkloadPilot   16: 524288 op, 33784500.00 ns, 64.4388 ns/op
WorkloadPilot   17: 1048576 op, 64626100.00 ns, 61.6323 ns/op
WorkloadPilot   18: 2097152 op, 121267600.00 ns, 57.8249 ns/op
WorkloadPilot   19: 4194304 op, 243297200.00 ns, 58.0066 ns/op
WorkloadPilot   20: 8388608 op, 477328000.00 ns, 56.9019 ns/op
WorkloadPilot   21: 16777216 op, 1010090400.00 ns, 60.2061 ns/op

OverheadWarmup   1: 16777216 op, 31325700.00 ns, 1.8672 ns/op
OverheadWarmup   2: 16777216 op, 31296400.00 ns, 1.8654 ns/op
OverheadWarmup   3: 16777216 op, 31295400.00 ns, 1.8654 ns/op
OverheadWarmup   4: 16777216 op, 31274600.00 ns, 1.8641 ns/op
OverheadWarmup   5: 16777216 op, 31288900.00 ns, 1.8650 ns/op
OverheadWarmup   6: 16777216 op, 31297500.00 ns, 1.8655 ns/op
OverheadWarmup   7: 16777216 op, 31279500.00 ns, 1.8644 ns/op
OverheadWarmup   8: 16777216 op, 31293100.00 ns, 1.8652 ns/op
OverheadWarmup   9: 16777216 op, 31284700.00 ns, 1.8647 ns/op

OverheadActual   1: 16777216 op, 31277200.00 ns, 1.8643 ns/op
OverheadActual   2: 16777216 op, 31275800.00 ns, 1.8642 ns/op
OverheadActual   3: 16777216 op, 31288800.00 ns, 1.8650 ns/op
OverheadActual   4: 16777216 op, 31289600.00 ns, 1.8650 ns/op
OverheadActual   5: 16777216 op, 31299400.00 ns, 1.8656 ns/op
OverheadActual   6: 16777216 op, 31319600.00 ns, 1.8668 ns/op
OverheadActual   7: 16777216 op, 31343400.00 ns, 1.8682 ns/op
OverheadActual   8: 16777216 op, 30024000.00 ns, 1.7896 ns/op
OverheadActual   9: 16777216 op, 27870200.00 ns, 1.6612 ns/op
OverheadActual  10: 16777216 op, 27909600.00 ns, 1.6635 ns/op
OverheadActual  11: 16777216 op, 27882600.00 ns, 1.6619 ns/op
OverheadActual  12: 16777216 op, 27874300.00 ns, 1.6614 ns/op
OverheadActual  13: 16777216 op, 27882000.00 ns, 1.6619 ns/op
OverheadActual  14: 16777216 op, 27908500.00 ns, 1.6635 ns/op
OverheadActual  15: 16777216 op, 27905700.00 ns, 1.6633 ns/op
OverheadActual  16: 16777216 op, 27905100.00 ns, 1.6633 ns/op
OverheadActual  17: 16777216 op, 27961500.00 ns, 1.6666 ns/op
OverheadActual  18: 16777216 op, 27931600.00 ns, 1.6649 ns/op
OverheadActual  19: 16777216 op, 27907600.00 ns, 1.6634 ns/op
OverheadActual  20: 16777216 op, 27899200.00 ns, 1.6629 ns/op

WorkloadWarmup   1: 16777216 op, 960874600.00 ns, 57.2726 ns/op
WorkloadWarmup   2: 16777216 op, 977636300.00 ns, 58.2717 ns/op
WorkloadWarmup   3: 16777216 op, 990412500.00 ns, 59.0332 ns/op
WorkloadWarmup   4: 16777216 op, 932470100.00 ns, 55.5795 ns/op
WorkloadWarmup   5: 16777216 op, 930434200.00 ns, 55.4582 ns/op
WorkloadWarmup   6: 16777216 op, 924562900.00 ns, 55.1082 ns/op
WorkloadWarmup   7: 16777216 op, 938384700.00 ns, 55.9321 ns/op
WorkloadWarmup   8: 16777216 op, 942511400.00 ns, 56.1781 ns/op
WorkloadWarmup   9: 16777216 op, 948047800.00 ns, 56.5081 ns/op
WorkloadWarmup  10: 16777216 op, 981110400.00 ns, 58.4787 ns/op
WorkloadWarmup  11: 16777216 op, 1029652700.00 ns, 61.3721 ns/op
WorkloadWarmup  12: 16777216 op, 952914000.00 ns, 56.7981 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 988570700.00 ns, 58.9234 ns/op
WorkloadActual   2: 16777216 op, 966470300.00 ns, 57.6061 ns/op
WorkloadActual   3: 16777216 op, 976445000.00 ns, 58.2007 ns/op
WorkloadActual   4: 16777216 op, 941677800.00 ns, 56.1284 ns/op
WorkloadActual   5: 16777216 op, 930904500.00 ns, 55.4862 ns/op
WorkloadActual   6: 16777216 op, 953828900.00 ns, 56.8526 ns/op
WorkloadActual   7: 16777216 op, 926334600.00 ns, 55.2138 ns/op
WorkloadActual   8: 16777216 op, 921717700.00 ns, 54.9387 ns/op
WorkloadActual   9: 16777216 op, 923115300.00 ns, 55.0220 ns/op
WorkloadActual  10: 16777216 op, 924988700.00 ns, 55.1336 ns/op
WorkloadActual  11: 16777216 op, 913263500.00 ns, 54.4347 ns/op
WorkloadActual  12: 16777216 op, 918801500.00 ns, 54.7648 ns/op
WorkloadActual  13: 16777216 op, 922284000.00 ns, 54.9724 ns/op
WorkloadActual  14: 16777216 op, 921659900.00 ns, 54.9352 ns/op
WorkloadActual  15: 16777216 op, 917086300.00 ns, 54.6626 ns/op
WorkloadActual  16: 16777216 op, 924325700.00 ns, 55.0941 ns/op
WorkloadActual  17: 16777216 op, 932799600.00 ns, 55.5992 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 938549700.00 ns, 55.9419 ns/op
WorkloadResult   2: 16777216 op, 913757200.00 ns, 54.4642 ns/op
WorkloadResult   3: 16777216 op, 902983900.00 ns, 53.8220 ns/op
WorkloadResult   4: 16777216 op, 925908300.00 ns, 55.1884 ns/op
WorkloadResult   5: 16777216 op, 898414000.00 ns, 53.5496 ns/op
WorkloadResult   6: 16777216 op, 893797100.00 ns, 53.2745 ns/op
WorkloadResult   7: 16777216 op, 895194700.00 ns, 53.3578 ns/op
WorkloadResult   8: 16777216 op, 897068100.00 ns, 53.4694 ns/op
WorkloadResult   9: 16777216 op, 885342900.00 ns, 52.7705 ns/op
WorkloadResult  10: 16777216 op, 890880900.00 ns, 53.1006 ns/op
WorkloadResult  11: 16777216 op, 894363400.00 ns, 53.3082 ns/op
WorkloadResult  12: 16777216 op, 893739300.00 ns, 53.2710 ns/op
WorkloadResult  13: 16777216 op, 889165700.00 ns, 52.9984 ns/op
WorkloadResult  14: 16777216 op, 896405100.00 ns, 53.4299 ns/op
WorkloadResult  15: 16777216 op, 904879000.00 ns, 53.9350 ns/op
GC:  353 0 0 1476395208 16777216
Threading:  2 0 16777216

// AfterAll
// Benchmark Process 2108 has exited with code 0

Mean = 53.725 ns, StdErr = 0.222 ns (0.41%), N = 15, StdDev = 0.861 ns
Min = 52.771 ns, Q1 = 53.273 ns, Median = 53.430 ns, Q3 = 53.879 ns, Max = 55.942 ns
IQR = 0.606 ns, LowerFence = 52.364 ns, UpperFence = 54.787 ns
ConfidenceInterval = [52.805 ns; 54.646 ns] (CI 99.9%), Margin = 0.921 ns (1.71% of Mean)
Skewness = 1.31, Kurtosis = 3.69, MValue = 2

// **************************
// Benchmark: BenchMarkExecutor.getArrayListItem: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "307cd3c4-361e-42ac-888a-7a2999f2a714.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.getArrayListItem" --job "Default" --benchmarkId 4 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\307cd3c4-361e-42ac-888a-7a2999f2a714\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 281200.00 ns, 281.2000 us/op
WorkloadJitting  1: 1 op, 1248000.00 ns, 1.2480 ms/op

OverheadJitting  2: 16 op, 244400.00 ns, 15.2750 us/op
WorkloadJitting  2: 16 op, 429500.00 ns, 26.8438 us/op

WorkloadPilot    1: 16 op, 6900.00 ns, 431.2500 ns/op
WorkloadPilot    2: 32 op, 7500.00 ns, 234.3750 ns/op
WorkloadPilot    3: 64 op, 12200.00 ns, 190.6250 ns/op
WorkloadPilot    4: 128 op, 24300.00 ns, 189.8438 ns/op
WorkloadPilot    5: 256 op, 45000.00 ns, 175.7812 ns/op
WorkloadPilot    6: 512 op, 88900.00 ns, 173.6328 ns/op
WorkloadPilot    7: 1024 op, 176600.00 ns, 172.4609 ns/op
WorkloadPilot    8: 2048 op, 351900.00 ns, 171.8262 ns/op
WorkloadPilot    9: 4096 op, 701800.00 ns, 171.3379 ns/op
WorkloadPilot   10: 8192 op, 1471000.00 ns, 179.5654 ns/op
WorkloadPilot   11: 16384 op, 3261100.00 ns, 199.0417 ns/op
WorkloadPilot   12: 32768 op, 6234900.00 ns, 190.2740 ns/op
WorkloadPilot   13: 65536 op, 11932200.00 ns, 182.0709 ns/op
WorkloadPilot   14: 131072 op, 23455100.00 ns, 178.9482 ns/op
WorkloadPilot   15: 262144 op, 46494400.00 ns, 177.3621 ns/op
WorkloadPilot   16: 524288 op, 92446500.00 ns, 176.3277 ns/op
WorkloadPilot   17: 1048576 op, 179570900.00 ns, 171.2522 ns/op
WorkloadPilot   18: 2097152 op, 318967900.00 ns, 152.0957 ns/op
WorkloadPilot   19: 4194304 op, 641347200.00 ns, 152.9091 ns/op

OverheadWarmup   1: 4194304 op, 7817700.00 ns, 1.8639 ns/op
OverheadWarmup   2: 4194304 op, 7840600.00 ns, 1.8693 ns/op
OverheadWarmup   3: 4194304 op, 7816600.00 ns, 1.8636 ns/op
OverheadWarmup   4: 4194304 op, 7814400.00 ns, 1.8631 ns/op
OverheadWarmup   5: 4194304 op, 7830900.00 ns, 1.8670 ns/op
OverheadWarmup   6: 4194304 op, 7816800.00 ns, 1.8637 ns/op

OverheadActual   1: 4194304 op, 7840000.00 ns, 1.8692 ns/op
OverheadActual   2: 4194304 op, 7817000.00 ns, 1.8637 ns/op
OverheadActual   3: 4194304 op, 7812900.00 ns, 1.8627 ns/op
OverheadActual   4: 4194304 op, 7834600.00 ns, 1.8679 ns/op
OverheadActual   5: 4194304 op, 7839800.00 ns, 1.8692 ns/op
OverheadActual   6: 4194304 op, 7813000.00 ns, 1.8628 ns/op
OverheadActual   7: 4194304 op, 7832600.00 ns, 1.8674 ns/op
OverheadActual   8: 4194304 op, 7812400.00 ns, 1.8626 ns/op
OverheadActual   9: 4194304 op, 7827700.00 ns, 1.8663 ns/op
OverheadActual  10: 4194304 op, 7810100.00 ns, 1.8621 ns/op
OverheadActual  11: 4194304 op, 7832800.00 ns, 1.8675 ns/op
OverheadActual  12: 4194304 op, 7818400.00 ns, 1.8641 ns/op
OverheadActual  13: 4194304 op, 7842100.00 ns, 1.8697 ns/op
OverheadActual  14: 4194304 op, 7824300.00 ns, 1.8655 ns/op
OverheadActual  15: 4194304 op, 7821400.00 ns, 1.8648 ns/op

WorkloadWarmup   1: 4194304 op, 621249300.00 ns, 148.1174 ns/op
WorkloadWarmup   2: 4194304 op, 609569000.00 ns, 145.3326 ns/op
WorkloadWarmup   3: 4194304 op, 601774700.00 ns, 143.4743 ns/op
WorkloadWarmup   4: 4194304 op, 600847200.00 ns, 143.2531 ns/op
WorkloadWarmup   5: 4194304 op, 613604700.00 ns, 146.2948 ns/op
WorkloadWarmup   6: 4194304 op, 604481000.00 ns, 144.1195 ns/op
WorkloadWarmup   7: 4194304 op, 601348300.00 ns, 143.3726 ns/op
WorkloadWarmup   8: 4194304 op, 608696700.00 ns, 145.1246 ns/op
WorkloadWarmup   9: 4194304 op, 604070300.00 ns, 144.0216 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 601664500.00 ns, 143.4480 ns/op
WorkloadActual   2: 4194304 op, 593983600.00 ns, 141.6167 ns/op
WorkloadActual   3: 4194304 op, 602401100.00 ns, 143.6236 ns/op
WorkloadActual   4: 4194304 op, 599968500.00 ns, 143.0436 ns/op
WorkloadActual   5: 4194304 op, 606876300.00 ns, 144.6906 ns/op
WorkloadActual   6: 4194304 op, 610125100.00 ns, 145.4652 ns/op
WorkloadActual   7: 4194304 op, 593230200.00 ns, 141.4371 ns/op
WorkloadActual   8: 4194304 op, 596204700.00 ns, 142.1463 ns/op
WorkloadActual   9: 4194304 op, 601543000.00 ns, 143.4190 ns/op
WorkloadActual  10: 4194304 op, 602702000.00 ns, 143.6954 ns/op
WorkloadActual  11: 4194304 op, 594396100.00 ns, 141.7151 ns/op
WorkloadActual  12: 4194304 op, 601696000.00 ns, 143.4555 ns/op
WorkloadActual  13: 4194304 op, 601707700.00 ns, 143.4583 ns/op
WorkloadActual  14: 4194304 op, 607258900.00 ns, 144.7818 ns/op
WorkloadActual  15: 4194304 op, 593178800.00 ns, 141.4248 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 593840200.00 ns, 141.5825 ns/op
WorkloadResult   2: 4194304 op, 586159300.00 ns, 139.7513 ns/op
WorkloadResult   3: 4194304 op, 594576800.00 ns, 141.7582 ns/op
WorkloadResult   4: 4194304 op, 592144200.00 ns, 141.1782 ns/op
WorkloadResult   5: 4194304 op, 599052000.00 ns, 142.8251 ns/op
WorkloadResult   6: 4194304 op, 602300800.00 ns, 143.5997 ns/op
WorkloadResult   7: 4194304 op, 585405900.00 ns, 139.5716 ns/op
WorkloadResult   8: 4194304 op, 588380400.00 ns, 140.2808 ns/op
WorkloadResult   9: 4194304 op, 593718700.00 ns, 141.5536 ns/op
WorkloadResult  10: 4194304 op, 594877700.00 ns, 141.8299 ns/op
WorkloadResult  11: 4194304 op, 586571800.00 ns, 139.8496 ns/op
WorkloadResult  12: 4194304 op, 593871700.00 ns, 141.5900 ns/op
WorkloadResult  13: 4194304 op, 593883400.00 ns, 141.5928 ns/op
WorkloadResult  14: 4194304 op, 599434600.00 ns, 142.9163 ns/op
WorkloadResult  15: 4194304 op, 585354500.00 ns, 139.5594 ns/op
GC:  48 0 0 201327224 4194304
Threading:  2 0 4194304

// AfterAll
// Benchmark Process 20132 has exited with code 0

Mean = 141.296 ns, StdErr = 0.328 ns (0.23%), N = 15, StdDev = 1.271 ns
Min = 139.559 ns, Q1 = 140.065 ns, Median = 141.583 ns, Q3 = 141.794 ns, Max = 143.600 ns
IQR = 1.729 ns, LowerFence = 137.472 ns, UpperFence = 144.387 ns
ConfidenceInterval = [139.938 ns; 142.654 ns] (CI 99.9%), Margin = 1.358 ns (0.96% of Mean)
Skewness = 0.07, Kurtosis = 1.78, MValue = 2

// **************************
// Benchmark: BenchMarkExecutor.getArrayListItemEquals: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "307cd3c4-361e-42ac-888a-7a2999f2a714.dll" --benchmarkName "DALMentoring.Collections.BenchMarkExecutor.getArrayListItemEquals" --job "Default" --benchmarkId 5 in D:\Proyectos\Mentoring\Mentoring\bin\Release\netcoreapp3.1\307cd3c4-361e-42ac-888a-7a2999f2a714\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 265600.00 ns, 265.6000 us/op
WorkloadJitting  1: 1 op, 1002100.00 ns, 1.0021 ms/op

OverheadJitting  2: 16 op, 218700.00 ns, 13.6687 us/op
WorkloadJitting  2: 16 op, 213500.00 ns, 13.3438 us/op

WorkloadPilot    1: 16 op, 4600.00 ns, 287.5000 ns/op
WorkloadPilot    2: 32 op, 6700.00 ns, 209.3750 ns/op
WorkloadPilot    3: 64 op, 11800.00 ns, 184.3750 ns/op
WorkloadPilot    4: 128 op, 25000.00 ns, 195.3125 ns/op
WorkloadPilot    5: 256 op, 44600.00 ns, 174.2188 ns/op
WorkloadPilot    6: 512 op, 86200.00 ns, 168.3594 ns/op
WorkloadPilot    7: 1024 op, 170100.00 ns, 166.1133 ns/op
WorkloadPilot    8: 2048 op, 342200.00 ns, 167.0898 ns/op
WorkloadPilot    9: 4096 op, 682700.00 ns, 166.6748 ns/op
WorkloadPilot   10: 8192 op, 1408700.00 ns, 171.9604 ns/op
WorkloadPilot   11: 16384 op, 2874500.00 ns, 175.4456 ns/op
WorkloadPilot   12: 32768 op, 5760000.00 ns, 175.7812 ns/op
WorkloadPilot   13: 65536 op, 11337800.00 ns, 173.0011 ns/op
WorkloadPilot   14: 131072 op, 22431600.00 ns, 171.1395 ns/op
WorkloadPilot   15: 262144 op, 43720800.00 ns, 166.7816 ns/op
WorkloadPilot   16: 524288 op, 78178800.00 ns, 149.1142 ns/op
WorkloadPilot   17: 1048576 op, 145950800.00 ns, 139.1895 ns/op
WorkloadPilot   18: 2097152 op, 289472700.00 ns, 138.0313 ns/op
WorkloadPilot   19: 4194304 op, 582803700.00 ns, 138.9512 ns/op

OverheadWarmup   1: 4194304 op, 7684100.00 ns, 1.8320 ns/op
OverheadWarmup   2: 4194304 op, 7677700.00 ns, 1.8305 ns/op
OverheadWarmup   3: 4194304 op, 7683400.00 ns, 1.8319 ns/op
OverheadWarmup   4: 4194304 op, 7690000.00 ns, 1.8334 ns/op
OverheadWarmup   5: 4194304 op, 7672600.00 ns, 1.8293 ns/op
OverheadWarmup   6: 4194304 op, 7684700.00 ns, 1.8322 ns/op
OverheadWarmup   7: 4194304 op, 7705400.00 ns, 1.8371 ns/op
OverheadWarmup   8: 4194304 op, 7753400.00 ns, 1.8486 ns/op
OverheadWarmup   9: 4194304 op, 7683700.00 ns, 1.8319 ns/op

OverheadActual   1: 4194304 op, 7658900.00 ns, 1.8260 ns/op
OverheadActual   2: 4194304 op, 7774000.00 ns, 1.8535 ns/op
OverheadActual   3: 4194304 op, 7668800.00 ns, 1.8284 ns/op
OverheadActual   4: 4194304 op, 7715400.00 ns, 1.8395 ns/op
OverheadActual   5: 4194304 op, 7685700.00 ns, 1.8324 ns/op
OverheadActual   6: 4194304 op, 7683500.00 ns, 1.8319 ns/op
OverheadActual   7: 4194304 op, 7682200.00 ns, 1.8316 ns/op
OverheadActual   8: 4194304 op, 7937100.00 ns, 1.8924 ns/op
OverheadActual   9: 4194304 op, 7716600.00 ns, 1.8398 ns/op
OverheadActual  10: 4194304 op, 7785300.00 ns, 1.8562 ns/op
OverheadActual  11: 4194304 op, 7832600.00 ns, 1.8674 ns/op
OverheadActual  12: 4194304 op, 7813200.00 ns, 1.8628 ns/op
OverheadActual  13: 4194304 op, 7835500.00 ns, 1.8681 ns/op
OverheadActual  14: 4194304 op, 7808800.00 ns, 1.8618 ns/op
OverheadActual  15: 4194304 op, 7827500.00 ns, 1.8662 ns/op

WorkloadWarmup   1: 4194304 op, 577883800.00 ns, 137.7782 ns/op
WorkloadWarmup   2: 4194304 op, 576691900.00 ns, 137.4941 ns/op
WorkloadWarmup   3: 4194304 op, 586293400.00 ns, 139.7832 ns/op
WorkloadWarmup   4: 4194304 op, 577418400.00 ns, 137.6673 ns/op
WorkloadWarmup   5: 4194304 op, 576637300.00 ns, 137.4810 ns/op
WorkloadWarmup   6: 4194304 op, 577724300.00 ns, 137.7402 ns/op
WorkloadWarmup   7: 4194304 op, 583026500.00 ns, 139.0043 ns/op
WorkloadWarmup   8: 4194304 op, 591469100.00 ns, 141.0172 ns/op
WorkloadWarmup   9: 4194304 op, 595509000.00 ns, 141.9804 ns/op
WorkloadWarmup  10: 4194304 op, 590765700.00 ns, 140.8495 ns/op

// BeforeActualRun
WorkloadActual   1: 4194304 op, 589235900.00 ns, 140.4848 ns/op
WorkloadActual   2: 4194304 op, 578566100.00 ns, 137.9409 ns/op
WorkloadActual   3: 4194304 op, 595416300.00 ns, 141.9583 ns/op
WorkloadActual   4: 4194304 op, 578275900.00 ns, 137.8717 ns/op
WorkloadActual   5: 4194304 op, 593027100.00 ns, 141.3887 ns/op
WorkloadActual   6: 4194304 op, 581416500.00 ns, 138.6205 ns/op
WorkloadActual   7: 4194304 op, 596623900.00 ns, 142.2462 ns/op
WorkloadActual   8: 4194304 op, 574982600.00 ns, 137.0865 ns/op
WorkloadActual   9: 4194304 op, 579087800.00 ns, 138.0653 ns/op
WorkloadActual  10: 4194304 op, 581244500.00 ns, 138.5795 ns/op
WorkloadActual  11: 4194304 op, 575502000.00 ns, 137.2104 ns/op
WorkloadActual  12: 4194304 op, 576919800.00 ns, 137.5484 ns/op
WorkloadActual  13: 4194304 op, 581008000.00 ns, 138.5231 ns/op
WorkloadActual  14: 4194304 op, 575171600.00 ns, 137.1316 ns/op
WorkloadActual  15: 4194304 op, 573683200.00 ns, 136.7767 ns/op

// AfterActualRun
WorkloadResult   1: 4194304 op, 581461900.00 ns, 138.6313 ns/op
WorkloadResult   2: 4194304 op, 570792100.00 ns, 136.0874 ns/op
WorkloadResult   3: 4194304 op, 587642300.00 ns, 140.1048 ns/op
WorkloadResult   4: 4194304 op, 570501900.00 ns, 136.0183 ns/op
WorkloadResult   5: 4194304 op, 585253100.00 ns, 139.5352 ns/op
WorkloadResult   6: 4194304 op, 573642500.00 ns, 136.7670 ns/op
WorkloadResult   7: 4194304 op, 588849900.00 ns, 140.3928 ns/op
WorkloadResult   8: 4194304 op, 567208600.00 ns, 135.2331 ns/op
WorkloadResult   9: 4194304 op, 571313800.00 ns, 136.2118 ns/op
WorkloadResult  10: 4194304 op, 573470500.00 ns, 136.7260 ns/op
WorkloadResult  11: 4194304 op, 567728000.00 ns, 135.3569 ns/op
WorkloadResult  12: 4194304 op, 569145800.00 ns, 135.6949 ns/op
WorkloadResult  13: 4194304 op, 573234000.00 ns, 136.6696 ns/op
WorkloadResult  14: 4194304 op, 567397600.00 ns, 135.2781 ns/op
WorkloadResult  15: 4194304 op, 565909200.00 ns, 134.9233 ns/op
GC:  48 0 0 201338520 4194304
Threading:  2 0 4194304

// AfterAll
// Benchmark Process 7492 has exited with code 0

Mean = 136.909 ns, StdErr = 0.476 ns (0.35%), N = 15, StdDev = 1.843 ns
Min = 134.923 ns, Q1 = 135.526 ns, Median = 136.212 ns, Q3 = 137.699 ns, Max = 140.393 ns
IQR = 2.173 ns, LowerFence = 132.266 ns, UpperFence = 140.959 ns
ConfidenceInterval = [134.938 ns; 138.879 ns] (CI 99.9%), Margin = 1.971 ns (1.44% of Mean)
Skewness = 0.79, Kurtosis = 2.01, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\DALMentoring.Collections.BenchMarkExecutor-report.csv
  BenchmarkDotNet.Artifacts\results\DALMentoring.Collections.BenchMarkExecutor-report-github.md
  BenchmarkDotNet.Artifacts\results\DALMentoring.Collections.BenchMarkExecutor-report.html

// * Detailed results *
BenchMarkExecutor.FindItemForeach: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 23.334 ns, StdErr = 0.060 ns (0.26%), N = 15, StdDev = 0.233 ns
Min = 22.987 ns, Q1 = 23.116 ns, Median = 23.406 ns, Q3 = 23.483 ns, Max = 23.751 ns
IQR = 0.366 ns, LowerFence = 22.567 ns, UpperFence = 24.033 ns
ConfidenceInterval = [23.085 ns; 23.582 ns] (CI 99.9%), Margin = 0.249 ns (1.07% of Mean)
Skewness = -0.04, Kurtosis = 1.7, MValue = 2
-------------------- Histogram --------------------
[22.863 ns ; 23.875 ns) | @@@@@@@@@@@@@@@
---------------------------------------------------

BenchMarkExecutor.FindItemFor: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 24.711 ns, StdErr = 0.108 ns (0.44%), N = 15, StdDev = 0.417 ns
Min = 24.168 ns, Q1 = 24.342 ns, Median = 24.666 ns, Q3 = 24.963 ns, Max = 25.394 ns
IQR = 0.621 ns, LowerFence = 23.411 ns, UpperFence = 25.894 ns
ConfidenceInterval = [24.265 ns; 25.158 ns] (CI 99.9%), Margin = 0.446 ns (1.81% of Mean)
Skewness = 0.21, Kurtosis = 1.49, MValue = 2
-------------------- Histogram --------------------
[24.105 ns ; 24.865 ns) | @@@@@@@@
[24.865 ns ; 25.616 ns) | @@@@@@@
---------------------------------------------------

BenchMarkExecutor.FindItemLinq: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 53.725 ns, StdErr = 0.222 ns (0.41%), N = 15, StdDev = 0.861 ns
Min = 52.771 ns, Q1 = 53.273 ns, Median = 53.430 ns, Q3 = 53.879 ns, Max = 55.942 ns
IQR = 0.606 ns, LowerFence = 52.364 ns, UpperFence = 54.787 ns
ConfidenceInterval = [52.805 ns; 54.646 ns] (CI 99.9%), Margin = 0.921 ns (1.71% of Mean)
Skewness = 1.31, Kurtosis = 3.69, MValue = 2
-------------------- Histogram --------------------
[52.628 ns ; 54.684 ns) | @@@@@@@@@@@@@
[54.684 ns ; 56.121 ns) | @@
---------------------------------------------------

BenchMarkExecutor.FindItemForList: DefaultJob
Runtime = .NET Core 3.1.10 (CoreCLR 4.700.20.51601, CoreFX 4.700.20.51901), X64 RyuJIT; GC = Concurrent Workstation
Mean = 57.659 ns, StdErr = 0.227 ns (0.39%), N = 15, StdDev = 0.881 ns
Min = 56.255 ns, Q1 = 57.072 ns, Median = 57.412 ns, Q3 = 58.073 ns, Max = 59.222 ns
IQR = 1.000 ns, LowerFence = 55.572 ns, UpperFence = 59.573 ns
ConfidenceInterval = [56.717 ns; 58.600 ns] (CI 99.9%), Margin = 0.941 ns (1.63% of Mean)
